"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"20","RL",70,9100,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2001,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","1212","1212",5,"Y","SBrkr",1212,0,1212,"0","0",2,0,3,4,6,0,0,"Attchd",2001,1,"2","573","3","3","Y",356,1,"6","2009","WD","Normal",178000
"20","RL",75,11235,"Reg","Inside","Sawyer","Norm","1Fam","1Story",4,5,1963,1,"Gable","HdBoard","HdBoard","BrkFace",51,2,3,"CBlock",3,1,3,"547","504","1051",4,"Y","SBrkr",1382,0,1382,"0","0",1,1,3,3,6,1,1,"Attchd",1974,1,"2","459","3","3","Y",0,1,"10","2006","WD","Normal",148000
"20","RL",71,9353,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1970,0,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,1,"0","864","864",4,"Y","SBrkr",864,0,864,"0","0",1,0,3,3,5,0,0,"Attchd",1972,1,"1","280","3","3","Y",0,1,"7","2006","Oth","Abnorml",116050
"60","RL",80,10400,"Reg","Corner","CollgCr","Norm","1Fam","2Story",7,5,1998,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,3,1,"0","866","866",5,"Y","SBrkr",866,913,1779,"0","0",2,1,3,4,6,0,0,"Attchd",1998,1,"2","546","3","3","Y",198,1,"3","2009","WD","Normal",197900
"50","RM",50,6000,"Reg","Corner","BrkSide","Norm","1Fam","1.5Fin",5,8,1925,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,1,"0","884","884",5,"Y","SBrkr",884,464,1348,"1","0",1,0,3,3,5,1,2,"Detchd",1960,1,"1","216","3","3","N",0,1,"5","2009","WD","Normal",117000
"20","RL",75,9750,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2000,1,"Gable","VinylSd","VinylSd","BrkFace",171,3,3,"PConc",4,1,1,"0","1630","1630",5,"Y","SBrkr",1630,0,1630,"0","0",2,0,3,4,6,1,3,"Attchd",2000,1,"2","451","3","3","Y",74,1,"10","2009","WD","Normal",213000
"20","RL",78,10140,"Reg","Inside","NWAmes","Norm","1Fam","1Story",5,6,1975,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",4,1,5,"788","268","1056",5,"Y","SBrkr",1074,0,1074,"1","0",1,1,3,3,6,0,0,"Attchd",1975,1,"2","495","3","3","Y",0,2,"7","2006","WD","Normal",153500
"20","RL",90,14684,"IReg","CulDSac","SawyerW","Norm","1Fam","1Story",7,7,1990,1,"Hip","HdBoard","HdBoard","BrkFace",234,3,3,"CBlock",4,2,5,"485","1496","2158",4,"Y","SBrkr",2196,0,2196,"0","0",2,0,3,4,7,1,3,"Attchd",1990,1,"3","701","3","3","Y",84,1,"6","2009","WD","Normal",271900
"20","RH",69.3057953144266,8900,"Reg","Inside","SawyerW","Norm","1Fam","1Story",4,4,1966,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,3,"1056","0","1056",3,"Y","SBrkr",1056,0,1056,"1","0",1,0,2,3,5,0,0,"Detchd",1966,1,"1","384","3","3","Y",0,2,"11","2006","WD","Normal",107000
"20","RL",70,9135,"Reg","Inside","CollgCr","Norm","1Fam","1Story",6,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",120,3,3,"PConc",4,3,6,"340","1342","1682",5,"Y","SBrkr",1700,0,1700,"1","0",2,0,3,4,7,0,0,"Attchd",2003,1,"2","544","3","3","Y",192,1,"5","2006","WD","Normal",200000
"20","RL",70,7763,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1962,1,"Gable","MetalSd","MetalSd","None",0,2,4,"CBlock",3,1,3,"504","319","931",3,"Y","SBrkr",1283,0,1283,"1","0",1,0,3,3,6,0,0,"Detchd",1980,1,"2","506","3","3","Y",0,1,"10","2008","WD","Normal",140000
"20","RL",85,10182,"IReg","CulDSac","Somerst","RRNn","1Fam","1Story",8,5,2006,0,"Hip","VinylSd","VinylSd","Stone",420,3,3,"PConc",5,2,6,"1220","440","1660",5,"Y","SBrkr",1660,0,1660,"1","0",2,0,3,4,8,1,4,"Attchd",2006,1,"2","500","3","3","Y",322,1,"5","2006","New","Partial",290000
"60","RL",70,11218,"Reg","Inside","SawyerW","Norm","1Fam","2Story",6,5,1992,0,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,1,1,"0","1055","1055",5,"Y","SBrkr",1055,790,1845,"0","0",2,1,3,4,8,1,3,"Attchd",1992,1,"2","462","3","3","Y",635,4,"5","2010","WD","Normal",189000
"50","RL",152,12134,"Slope","Inside","Gilbert","Norm","1Fam","1.5Fin",8,7,1988,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"Wood",4,3,6,"427","132","559",4,"Y","SBrkr",1080,672,1752,"0","0",2,0,4,3,8,0,0,"Basment",1988,1,"2","492","3","3","Y",325,1,"6","2010","WD","Normal",164000
"30","RL",50,9340,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1941,1,"Hip","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,3,"344","328","672",3,"Y","SBrkr",672,0,672,"1","0",1,0,2,3,4,0,0,"Attchd",1941,1,"1","234","3","3","N",0,1,"8","2009","WD","Normal",113000
"80","RL",69.3057953144266,10246,"IReg","CulDSac","Sawyer","Norm","1Fam","SLvl",4,9,1965,1,"Gable","VinylSd","VinylSd","None",0,2,4,"CBlock",3,3,6,"648","0","648",5,"Y","SBrkr",960,0,960,"1","1",0,0,0,3,3,0,0,"Attchd",1965,1,"1","364","3","3","Y",88,1,"5","2006","WD","Normal",145000
"85","RL",69,10205,"IReg","Inside","NAmes","Norm","1Fam","SFoyer",5,5,1962,0,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,3,4,"784","141","925",3,"Y","SBrkr",999,0,999,"1","0",1,0,3,3,6,0,0,"Attchd",1962,1,"1","300","3","3","Y",150,1,"5","2006","WD","Normal",134500
"20","RL",99,7094,"IReg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1966,0,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",3,1,3,"180","340","894",3,"Y","SBrkr",894,0,894,"0","0",1,0,3,3,5,0,0,"Detchd",1966,1,"1","384","3","3","Y",0,2,"5","2007","WD","Normal",125000
"90","RM",68,8930,"Reg","Inside","Sawyer","RRAe","Duplex","1.5Fin",6,5,1978,0,"Gable","VinylSd","VinylSd","None",0,2,3,"Slab",0,0,1,"0","0","0",3,"Y","SBrkr",1318,584,1902,"0","0",2,0,4,3,8,0,0,"Attchd",1978,1,"2","539","3","3","Y",0,1,"4","2010","WD","Normal",112000
"20","FV",72,8640,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2009,0,"Gable","CemntBd","CmentBd","Stone",72,3,3,"PConc",4,2,6,"936","364","1300",5,"Y","SBrkr",1314,0,1314,"1","0",2,0,3,4,6,0,0,"Attchd",2009,1,"2","552","3","3","Y",135,1,"9","2009","New","Partial",229456
"50","RM",52,6240,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",4,5,1947,1,"Gable","AsbShng","AsbShng","None",0,2,3,"Slab",0,0,1,"0","0","0",4,"N","SBrkr",672,240,912,"0","0",1,0,2,3,3,0,0,"None",1947,1,"0","0","None","0","N",0,1,"7","2006","WD","Normal",80500
"160","RM",21,1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1971,0,"Gable","CemntBd","CmentBd","BrkFace",236,2,3,"CBlock",3,1,1,"0","672","672",3,"Y","SBrkr",672,546,1218,"0","0",1,1,3,3,7,0,0,"None",1971,1,"0","0","None","0","N",201,1,"4","2006","WD","Abnorml",91500
"20","RL",66,7800,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,5,1964,0,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,3,"312","0","912",3,"Y","SBrkr",912,0,912,"0","0",1,0,2,3,5,0,0,"Attchd",1964,1,"1","288","3","3","Y",0,1,"11","2006","WD","Abnorml",115000
"20","RL",55,8250,"Reg","Inside","Sawyer","Feedr","1Fam","1Story",5,5,1968,0,"Hip","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,4,"250","210","952",5,"Y","SBrkr",1211,0,1211,"0","0",1,0,3,3,5,1,3,"Attchd",1968,1,"1","322","3","3","Y",0,1,"8","2008","WD","Normal",134000
"50","RL",78,10496,"Reg","Inside","NAmes","Artery","1Fam","1.5Fin",6,6,1949,1,"Gable","Wd Sdng","Wd Sdng","BrkFace",320,2,3,"CBlock",3,2,3,"196","844","1040",5,"Y","SBrkr",1168,678,1846,"0","0",2,0,3,3,7,1,4,"Attchd",1949,1,"1","315","3","3","Y",0,1,"1","2007","WD","Normal",143000
"20","RL",89,10680,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,3,1951,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",44,2,3,"CBlock",3,1,2,"756","1380","2136",3,"N","Other",2136,0,2136,"0","0",2,0,4,3,7,0,0,"Detchd",1951,1,"2","528","3","3","Y",0,2,"10","2006","WD","Normal",137900
"60","RL",60,15384,"IReg","Inside","Gilbert","RRAn","1Fam","2Story",7,5,2004,1,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,6,"724","64","788",5,"Y","SBrkr",788,702,1490,"1","0",2,1,3,4,8,1,4,"Attchd",2004,2,"2","388","3","3","Y",100,1,"2","2008","WD","Normal",184000
"80","RL",65,10482,"Reg","Inside","NAmes","Norm","1Fam","SLvl",6,8,1958,0,"Hip","VinylSd","VinylSd","BrkFace",63,2,4,"CBlock",3,3,6,"507","81","588",5,"Y","SBrkr",1138,0,1138,"0","1",1,0,3,3,6,0,0,"Attchd",1958,1,"1","264","3","3","Y",224,1,"6","2007","WD","Normal",145000
"60","RL",86,14598,"IReg","CulDSac","Somerst","Feedr","1Fam","2Story",6,5,2007,0,"Gable","VinylSd","VinylSd","Stone",74,3,3,"PConc",4,2,1,"0","894","894",5,"Y","SBrkr",894,1039,1933,"0","0",2,1,4,4,9,1,4,"BuiltIn",2007,2,"3","668","3","3","Y",100,1,"1","2008","WD","Normal",214000
"20","RL",72,8872,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,8,1965,1,"Gable","VinylSd","VinylSd","BrkFace",300,2,3,"CBlock",3,1,5,"595","317","912",5,"Y","SBrkr",912,0,912,"1","0",1,0,2,4,5,0,0,"Detchd",1992,1,"2","576","3","3","Y",0,1,"12","2008","WD","Normal",147000
"120","RL",65,8769,"Reg","Corner","NridgHt","Norm","TwnhsE","1Story",9,5,2008,0,"Hip","MetalSd","MetalSd","BrkFace",766,4,3,"PConc",5,1,6,"1540","162","1702",5,"Y","SBrkr",1702,0,1702,"1","0",1,1,1,5,7,1,4,"Attchd",2008,2,"3","1052","3","3","Y",0,1,"10","2008","New","Partial",367294
"80","RL",70,7910,"Reg","Inside","NAmes","Norm","1Fam","SLvl",5,5,1960,0,"Hip","BrkFace","HdBoard","None",0,2,3,"CBlock",3,1,5,"666","409","1075",4,"Y","SBrkr",1507,0,1507,"0","0",2,0,4,3,7,0,0,"Basment",1960,1,"1","404","3","3","Y",0,1,"8","2008","WD","Normal",127000
"90","RL",69.3057953144266,18890,"IReg","Inside","Sawyer","Feedr","Duplex","1.5Fin",5,5,1977,0,"Shed","Plywood","Plywood","None",1,2,3,"CBlock",4,1,6,"498","652","1361",5,"Y","SBrkr",1361,1259,2620,"0","0",2,2,4,3,12,1,3,"BuiltIn",1977,1,"2","600","3","3","N",155,1,"8","2007","WD","Normal",190000
"90","RL",70,7728,"Reg","Inside","NAmes","Norm","Duplex","SLvl",5,6,1962,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",120,2,3,"CBlock",3,3,5,"803","303","1106",3,"Y","SBrkr",1190,0,1190,"1","0",1,0,3,3,6,0,0,"Attchd",1962,1,"2","540","3","3","Y",0,1,"5","2006","WD","Normal",132500
"90","RL",70,9842,"Reg","FR2","NAmes","Norm","Duplex","1Story",4,5,1962,0,"Gable","HdBoard","HdBoard","None",0,2,3,"Slab",0,0,1,"0","0","0",3,"Y","SBrkr",1224,0,1224,"0","0",2,0,2,3,6,0,0,"CarPort",1962,1,"2","462","3","3","Y",0,1,"3","2007","WD","Normal",101800
"20","RL",69.3057953144266,12160,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,0,"Hip","Plywood","Plywood","BrkFace",180,2,3,"CBlock",3,1,3,"1000","188","1188",2,"Y","SBrkr",1188,0,1188,"1","0",1,0,3,3,6,0,0,"Attchd",1959,1,"2","531","3","3","Y",0,2,"5","2010","COD","Abnorml",142000
"70","RH",55,8525,"Slope","Inside","SWISU","Norm","1Fam","2Story",5,6,1911,1,"Gable","MetalSd","MetalSd","None",0,2,3,"PConc",3,3,1,"0","940","940",3,"N","Other",1024,940,1964,"0","0",1,1,4,3,7,0,0,"None",1911,1,"0","0","None","0","N",0,1,"11","2008","WD","Abnorml",130000
"70","RL",96,13132,"Reg","Inside","Crawfor","Norm","1Fam","2Story",5,5,1914,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",4,2,1,"0","747","747",4,"Y","Other",892,892,1784,"0","0",1,1,4,3,9,0,0,"Detchd",1914,1,"1","180","2","2","N",203,1,"7","2006","WD","Normal",138887
"160","RL",36,2628,"Reg","Inside","NridgHt","Norm","Twnhs","2Story",7,5,2003,0,"Gable","VinylSd","Wd Shng","Stone",106,3,3,"PConc",4,1,1,"0","764","764",5,"Y","SBrkr",764,862,1626,"0","0",2,1,2,4,6,0,0,"BuiltIn",2003,1,"2","474","3","3","Y",0,1,"6","2010","WD","Normal",175500
"60","RL",41,12393,"IReg","FR2","CollgCr","Norm","1Fam","2Story",7,5,2004,1,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","847","847",5,"Y","SBrkr",847,1101,1948,"0","0",2,1,4,4,8,1,4,"BuiltIn",2004,2,"2","434","3","3","Y",100,1,"9","2006","WD","Normal",195000
"20","RL",63,13072,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2005,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","1141","1141",5,"Y","SBrkr",1141,0,1141,"0","0",1,1,3,3,6,0,0,"Detchd",2005,1,"2","484","3","3","Y",0,1,"3","2006","WD","Abnorml",142500
"20","RL",64,9037,"Slope","Inside","Timber","Norm","1Fam","1Story",8,5,2006,0,"Hip","VinylSd","VinylSd","BrkFace",32,3,3,"PConc",4,3,6,"428","1048","1476",5,"Y","SBrkr",1484,0,1484,"0","0",2,0,2,5,6,1,4,"Attchd",2006,1,"2","472","3","3","Y",120,1,"12","2007","WD","Normal",265900
"60","RL",65,8158,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",252,3,3,"PConc",4,1,6,"550","334","884",5,"Y","SBrkr",884,884,1768,"1","0",2,1,3,4,8,0,0,"Attchd",2003,1,"2","543","3","3","Y",0,1,"7","2008","WD","Normal",224900
"20","RL",83,9849,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,6,2007,0,"Hip","VinylSd","VinylSd","Stone",0,3,3,"PConc",4,3,1,"0","1689","1689",5,"Y","SBrkr",1689,0,1689,"0","0",2,0,3,4,7,0,0,"Attchd",2007,1,"3","954","3","3","Y",0,1,"6","2007","New","Partial",248328
"85","RL",85,10625,"Reg","Inside","NWAmes","Norm","1Fam","SFoyer",7,6,1974,0,"Gable","Plywood","Plywood","BrkFace",81,2,3,"CBlock",4,4,6,"885","0","1053",3,"Y","SBrkr",1173,0,1173,"1","0",2,0,3,4,6,2,3,"Attchd",1974,1,"2","528","3","3","Y",0,2,"1","2010","WD","Family",170000
"20","RL",107,13891,"Reg","Inside","NridgHt","Norm","1Fam","1Story",10,5,2006,0,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,6,"1386","690","2076",5,"Y","SBrkr",2076,0,2076,"1","0",2,1,2,5,7,1,4,"Attchd",2006,2,"3","850","3","3","Y",216,1,"9","2006","New","Partial",465000
"70","RL",69.3057953144266,11435,"Slope","Corner","Crawfor","Norm","1Fam","2Story",8,7,1929,1,"Gable","BrkFace","Stucco","None",0,2,3,"PConc",4,1,1,"0","792","792",2,"Y","SBrkr",792,725,1517,"0","0",1,0,3,4,7,2,4,"Detchd",1931,1,"2","400","3","3","Y",0,1,"6","2006","WD","Normal",230000
"80","RL",78,12090,"Reg","Inside","NWAmes","Norm","1Fam","SLvl",6,7,1984,1,"Hip","VinylSd","VinylSd","BrkFace",74,2,3,"CBlock",4,1,1,"0","585","585",5,"Y","SBrkr",1140,728,1868,"0","0",3,1,3,3,7,1,3,"BuiltIn",1984,2,"2","477","3","3","Y",268,1,"1","2007","WD","Abnorml",178000
"60","FV",65,8125,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2005,1,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","756","756",5,"Y","SBrkr",756,797,1553,"0","0",2,1,3,4,6,0,0,"Attchd",2005,1,"2","615","3","3","Y",0,1,"3","2006","New","Partial",186500
"80","RL",69.3057953144266,12328,"IReg","Inside","Mitchel","Norm","1Fam","SLvl",6,5,1976,0,"Gable","HdBoard","HdBoard","BrkFace",335,2,3,"CBlock",3,3,6,"539","473","1012",3,"Y","SBrkr",1034,0,1034,"1","0",1,0,3,3,6,0,0,"Attchd",1976,1,"3","888","3","3","Y",0,1,"5","2010","WD","Normal",169900
"75","RM",60,9600,"Reg","Inside","OldTown","Norm","1Fam","2.5Unf",6,5,1917,1,"Gable","AsbShng","AsbShng","None",0,2,3,"BrkTil",4,1,3,"319","416","735",2,"N","SBrkr",1134,924,2058,"0","0",1,1,3,3,8,1,4,"Detchd",1950,1,"2","396","2","2","P",0,1,"4","2008","WD","Normal",129500
"20","RL",60,7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1950,0,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,4,"534","246","876",3,"Y","SBrkr",988,0,988,"0","0",1,0,3,3,6,0,0,"Attchd",1950,1,"1","276","3","3","Y",0,1,"5","2007","WD","Normal",119000
"20","RL",93,11160,"Reg","Corner","NAmes","Norm","1Fam","1Story",7,5,1968,0,"Hip","BrkFace","BrkFace","None",0,3,3,"CBlock",3,1,5,"1065","1045","2110",5,"Y","SBrkr",2110,0,2110,"1","0",2,1,3,5,8,2,3,"Attchd",1968,2,"2","522","3","3","Y",0,1,"4","2010","WD","Normal",244000
"120","RL",69.3057953144266,3136,"IReg","Corner","NridgHt","Norm","TwnhsE","1Story",7,5,2003,0,"Gable","VinylSd","Wd Shng","Stone",163,3,3,"PConc",4,1,1,"0","1405","1405",5,"Y","SBrkr",1405,0,1405,"0","0",2,0,2,4,6,1,4,"Attchd",2003,1,"2","478","3","3","Y",148,1,"3","2006","WD","Normal",171750
"20","RL",62,9858,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,6,1968,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,4,"510","354","864",3,"Y","SBrkr",874,0,874,"1","0",1,0,3,3,5,0,0,"Attchd",1968,1,"1","288","3","3","Y",33,1,"11","2009","WD","Normal",130000
"60","RL",69.3057953144266,17542,"IReg","Inside","Veenker","Norm","1Fam","2Story",7,7,1974,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,4,2,"125","36","1192",3,"Y","SBrkr",1516,651,2167,"1","0",2,1,3,4,9,2,4,"Attchd",1974,1,"2","518","3","3","Y",220,2,"7","2007","WD","Normal",294000
"60","RL",60,6931,"Reg","Inside","Edwards","Norm","1Fam","2Story",7,5,2003,1,"Gable","VinylSd","VinylSd","Stone",92,3,3,"PConc",4,1,1,"0","746","746",5,"Y","SBrkr",760,896,1656,"0","0",2,1,3,4,7,1,4,"BuiltIn",2003,2,"2","397","3","3","Y",178,1,"7","2008","WD","Normal",165400
"50","RM",52,6240,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",6,6,1931,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,2,"425","459","884",3,"Y","Other",959,408,1367,"0","0",1,0,3,3,6,1,4,"Detchd",1978,1,"1","560","3","3","Y",0,1,"11","2007","WD","Normal",127500
"20","RL",91,14303,"IReg","Corner","NoRidge","Norm","1Fam","1Story",8,5,1994,0,"Hip","HdBoard","HdBoard","BrkFace",554,3,3,"PConc",4,4,6,"1314","672","1986",5,"Y","SBrkr",1987,0,1987,"1","0",2,0,2,4,7,1,3,"Attchd",1994,2,"2","691","3","3","Y",262,1,"8","2008","WD","Normal",301500
"30","RL",56,4060,"Reg","Corner","Edwards","Feedr","1Fam","1Story",5,8,1922,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",2,1,1,"0","864","864",5,"Y","SBrkr",864,0,864,"0","0",1,0,2,3,4,0,0,"None",1922,1,"0","0","None","0","Y",0,1,"7","2009","WD","Normal",99900
"80","RL",59,9587,"IReg","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2005,0,"Gable","VinylSd","VinylSd","Stone",182,3,3,"PConc",4,4,6,"655","201","856",5,"Y","SBrkr",1166,0,1166,"1","0",2,0,2,4,5,0,0,"Attchd",2005,2,"2","400","3","3","Y",212,1,"7","2008","WD","Normal",190000
"20","RL",65,9750,"Reg","FR2","NAmes","Norm","1Fam","1Story",6,8,1969,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",4,1,5,"602","14","1054",4,"Y","SBrkr",1054,0,1054,"1","0",1,1,3,3,6,0,0,"Attchd",1969,1,"2","460","3","3","Y",180,1,"7","2008","WD","Normal",151000
"60","RL",69.3057953144266,24682,"IReg","CulDSac","Gilbert","RRAn","1Fam","2Story",6,5,1999,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","841","841",5,"Y","SBrkr",892,783,1675,"0","0",2,1,3,3,7,1,3,"BuiltIn",1999,2,"2","502","3","3","Y",0,1,"6","2009","WD","Normal",181000
"20","RL",80,9600,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1956,0,"Hip","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,3,"504","546","1050",4,"Y","SBrkr",1050,0,1050,"0","0",1,0,2,3,5,0,0,"Attchd",1956,1,"1","338","3","3","Y",0,1,"6","2009","WD","Normal",128900
"50","RL",69.3057953144266,11250,"Reg","Inside","ClearCr","Norm","1Fam","1.5Fin",4,5,1957,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,3,1,"0","1104","1104",5,"Y","Other",1104,684,1788,"1","0",1,0,5,3,8,2,3,"Attchd",1957,1,"1","304","3","3","Y",120,1,"11","2009","WD","Normal",161500
"70","RL",60,13515,"Reg","Inside","BrkSide","Norm","1Fam","2Story",6,6,1919,1,"Gambrel","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,1,1,"0","764","764",5,"Y","Other",1060,764,1824,"0","0",1,0,3,3,8,1,4,"Detchd",1940,1,"2","520","3","3","N",0,4,"7","2007","WD","Normal",180500
"120","RH",34,4060,"Reg","Inside","NAmes","Norm","TwnhsE","1Story",6,5,1998,1,"Gable","MetalSd","MetalSd","None",0,3,3,"PConc",4,1,6,"266","1139","1405",5,"Y","SBrkr",1337,0,1337,"1","0",2,0,2,4,5,0,0,"Attchd",1998,2,"2","511","3","3","Y",144,1,"8","2008","COD","Abnorml",181000
"160","FV",35,3735,"Reg","FR3","Somerst","Norm","TwnhsE","2Story",7,5,1999,0,"Hip","MetalSd","MetalSd","BrkFace",218,3,3,"PConc",4,1,6,"450","241","691",5,"Y","SBrkr",713,739,1452,"1","0",2,1,3,4,6,0,0,"Detchd",1999,1,"2","506","3","3","Y",0,1,"3","2006","WD","Normal",183900
"190","RM",60,10120,"Slope","Inside","OldTown","Feedr","2fmCon","2.5Unf",7,4,1910,1,"Hip","Wd Sdng","Wd Sdng","None",0,1,3,"CBlock",3,1,1,"0","925","925",3,"N","Other",964,925,1889,"0","0",1,1,4,3,9,1,4,"Detchd",1960,1,"1","308","3","3","N",0,2,"1","2007","WD","Normal",122000
"20","RL",89,13214,"Slope","Inside","Timber","Norm","1Fam","1Story",9,5,2008,1,"Hip","Stucco","CmentBd","None",0,4,3,"PConc",5,4,1,"0","2002","2002",5,"Y","SBrkr",2018,0,2018,"0","0",2,0,3,5,10,1,4,"Attchd",2009,2,"3","746","3","3","Y",144,1,"5","2010","WD","Normal",378500
"50","RL",69.3057953144266,14100,"IReg","Inside","Crawfor","Norm","1Fam","1.5Fin",8,9,1935,1,"Gable","Stucco","Stucco","BrkFace",632,2,4,"CBlock",3,2,3,"192","536","728",5,"Y","SBrkr",1968,1479,3447,"0","0",3,1,4,4,11,2,4,"BuiltIn",1982,1,"3","1014","3","3","Y",314,1,"5","2008","WD","Normal",381000
"50","RL",78,11344,"Reg","Inside","NAmes","Feedr","1Fam","1.5Fin",5,5,1958,0,"Gable","MetalSd","MetalSd","BrkFace",180,2,3,"CBlock",3,1,4,"460","414","874",3,"Y","Other",874,650,1524,"0","0",1,1,3,3,7,0,0,"Attchd",1958,1,"1","315","3","3","Y",0,1,"7","2007","WD","Normal",144000
"40","RL",69.3057953144266,23595,"Slope","Inside","ClearCr","Norm","1Fam","1Story",7,6,1979,0,"Shed","Plywood","Plywood","None",0,3,3,"PConc",4,4,6,"1258","74","1332",3,"Y","SBrkr",1332,192,1524,"2","0",0,1,0,4,4,1,3,"Attchd",1979,2,"2","586","3","3","Y",268,1,"4","2010","WD","Normal",260000
"20","RL",69.3057953144266,9156,"IReg","Inside","NWAmes","PosN","1Fam","1Story",6,7,1968,0,"Hip","BrkFace","BrkFace","None",0,2,3,"CBlock",3,1,1,"0","1489","1489",4,"Y","SBrkr",1489,0,1489,"0","0",2,0,3,4,7,1,4,"Attchd",1968,1,"2","462","3","3","Y",0,1,"8","2009","WD","Normal",185750
"20","RL",69.3057953144266,13526,"IReg","CulDSac","Sawyer","Norm","1Fam","1Story",5,6,1965,0,"Hip","HdBoard","Plywood","BrkFace",114,2,3,"CBlock",3,1,4,"560","0","935",3,"Y","SBrkr",935,0,935,"1","0",1,0,3,3,5,0,0,"Attchd",1965,1,"1","288","3","3","Y",180,2,"11","2006","WD","Normal",137000
"80","RL",124,11512,"IReg","Corner","Edwards","Norm","1Fam","SLvl",6,7,1959,1,"Gable","Plywood","Plywood","BrkFace",84,2,3,"CBlock",3,3,5,"719","300","1019",4,"Y","SBrkr",1357,0,1357,"1","0",1,0,2,5,5,1,4,"Basment",1959,1,"1","312","3","3","Y",0,4,"5","2008","WD","Normal",177000
